index,date,amount,merchant,description,receipt_url,has_receipt,gemini_verdict,llama_verdict,llava_verdict,final_status
12,2024-07-01,$140.00,CHARTMETRIC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-07-01_140_0.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
13,2024-07-01,$19.76,EXPENSIFY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-07-01_19_76_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
14,2024-07-01,$189.50,LULUS LANDING INC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lulus_landing_inc_2024-07-01_189_5.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
15,2024-07-01,$20.66,TST* PYRAMIDS CAFE - AIRP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_pyramids_cafe_airp_2024-07-01_20_66_3.jpg,Yes,RATE_LIMITED,,MISMATCH,VERIFIED
16,2024-07-01,$81.66,UBER TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-07-01_81_66.png,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
17,2024-07-02,$103.99,LYFT *RIDE TUE 4AM,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lyft_ride_tue_4am_2024-07-02_103_99.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
18,2024-07-02,$24.56,SLIM &AMP; HUSKIES,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/slim_amp_huskies_2024-07-02_24_56.jpg,Yes,RATE_LIMITED,,MISMATCH,VERIFIED
19,2024-07-02,$39.56,UBER TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-07-02_39_56_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
22,2024-07-05,$21.94,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-05_21_94_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
24,2024-07-06,$82.32,DISCO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.55.22 PM.png,Yes,UNCLEAR,,ERROR,UNVERIFIED
25,2024-07-08,$10.00,CALENDARBRIDGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-07-08_10_0.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
26,2024-07-08,$13.13,SPOTIFY USA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-07-08_13_13_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
27,2024-07-10,$10.98,MIDJOURNEY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-07-10_10_98_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
29,2024-07-14,$5.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-07-14_5_0.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
31,2024-07-14,$168.87,TST* IL FORNO PIZZERIA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_il_forno_pizzeria_2024-07-14_168_87_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
32,2024-07-15,$12.62,CLEAR *CLEARME.COM,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-07-15_12_62.png,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
35,2024-07-17,$17.55,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-17_17_55_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
37,2024-07-17,$94.22,DD *DOORDASH KALAMATAS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_kalamatas_2024-07-17_94_22.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
38,2024-07-17,$5.00,LAZ PARKING M32810,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32810_2024-07-17_5_0.jpg,Yes,RATE_LIMITED,,MISMATCH,VERIFIED
39,2024-07-17,$11.32,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_11_32_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
40,2024-07-17,$4.49,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_4_49_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
41,2024-07-17,$7.55,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_7_55.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
42,2024-07-19,$1487.80,AUDREY - SEAN BROCK GROU,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/audrey_sean_brock_grou_2024-07-19_1487_8.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
44,2024-07-22,$54.86,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-22_54_86.jpg,Yes,RATE_LIMITED,ERROR,MISMATCH,VERIFIED
46,2024-07-22,$8.15,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.00.52 AM.png,Yes,UNCLEAR,,ERROR,UNVERIFIED
48,2024-07-24,$21.95,CLAUDE.AI SUBSCRIPTION,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-07-24_21_95.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
49,2024-07-25,$43.60,CHAR GREEN HILLS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-07-25_43_6.jpg,Yes,RATE_LIMITED,,MISMATCH,VERIFIED
50,2024-07-25,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-25_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
51,2024-07-25,$9.29,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-25_9_29.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
52,2024-07-25,$50.00,ROSTR PRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-07-25_50_0.jpeg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
53,2024-07-26,$19.99,IMDBPRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-07-26_19_99.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
54,2024-07-26,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-26_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
55,2024-07-26,$9.05,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-26_9_05.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
56,2024-07-27,$40.33,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-27_40_33.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
57,2024-07-28,$11.00,CARTA NORTH GARAGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/carta_north_garage_2024-07-28_11_00.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
58,2024-07-29,$8.00,PARKING MANAGEMENT CO.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_management_co_2024-07-29_8_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
59,2024-07-30,$15.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-30_15_99_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
60,2024-07-30,$24.91,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-30_24_91.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
61,2024-07-31,$23.14,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-31_23_14_3.png,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
62,2024-08-01,$19.76,EXPENSIFY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-08-01_19_76_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
63,2024-08-01,$15.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-01_15_99_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
64,2024-08-01,$22.28,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-01_22_28.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
66,2024-08-02,$39.52,TST*NADEENS HERMITAGE HA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstnadeens_hermitage_ha_2024-08-02_39_52.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
68,2024-08-03,$251.33,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-03_251_33_3.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
70,2024-08-05,$21.00,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-05_21_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
71,2024-08-05,$9.05,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_9_05.png,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
72,2024-08-05,$38.78,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_38_78.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
73,2024-08-05,$58.16,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_58_16.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
74,2024-08-05,$53.98,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-05_53_98.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
75,2024-08-06,$82.32,DISCO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.56.42 PM.png,Yes,UNCLEAR,,ERROR,UNVERIFIED
76,2024-08-06,$18.10,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-06_18_1.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
77,2024-08-06,$84.20,TST*HOMEGROWN TAPROOM &AMP;,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tsthomegrown_taproom_amp_2024-08-06_84_2.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
78,2024-08-08,$10.00,CALENDARBRIDGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-08-08_10_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
79,2024-08-08,$38.03,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-08_38_03_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
80,2024-08-08,$13.13,SPOTIFY USA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-08-08_13_13_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
81,2024-08-09,$163.77,TST*GREEN HILLS GRILLE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-08-09_163_77_3.png,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
82,2024-08-10,$17.52,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-10_17_52.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
83,2024-08-10,$119.34,DD *DOORDASH EDLEYSBAR,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_edleysbar_2024-08-10_119_34_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
84,2024-08-10,$94.10,DD *DOORDASH JIMNNICKS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_jimnnicks_2024-08-10_94_1.jpg,Yes,RATE_LIMITED,ERROR,VERIFIED,VERIFIED
85,2024-08-10,$10.98,MIDJOURNEY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-10_10_98_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
86,2024-08-11,$17.55,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-11_17_55_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
87,2024-08-11,$288.00,SUNO INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/suno_inc_2024-08-11_288_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
89,2024-08-13,$58.21,O-KU NASHVILLE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/o_ku_nashville_2024-08-13_58_21.jpeg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
90,2024-08-13,$44.32,OPTIMIST NASHVILLE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/optimist_nashville_2024-08-13_44_32_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
91,2024-08-13,$896.44,OPTIMIST NASHVILLE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/optimist_nashville_2024-08-13_896_44_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
92,2024-08-14,$5.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-08-14_5_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
93,2024-08-14,$15.38,MAFIAOZAS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mafiaozas_2024-08-14_15_38_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
94,2024-08-14,$10.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-14_10_99_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
95,2024-08-14,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-14_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
97,2024-08-14,$27.14,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-14_27_14.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
98,2024-08-15,$76.81,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-15_76_81_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
99,2024-08-15,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-15_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
100,2024-08-15,$74.97,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-15_74_97.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
104,2024-08-17,$42.00,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-17_42_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
105,2024-08-17,$623.10,TM *PBR TEAMS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tm_pbr_teams_2024-08-17_623_1.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
106,2024-08-18,$31.50,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-18_31_5.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
107,2024-08-18,$78.00,TST*LOSERS - DOWNTOWN,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstlosers_downtown_2024-08-18_78_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
109,2024-08-19,$51.70,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_51_7.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
110,2024-08-19,$47.82,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_47_82.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
111,2024-08-19,$31.02,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_31_02.PNG,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
112,2024-08-20,$27.42,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-20_27_42_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
113,2024-08-20,$10.26,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-20_10_26.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
114,2024-08-20,$23.21,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-20_23_21_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
115,2024-08-20,$28.39,TST*PANCHO AND LEFTYS CA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstpancho_and_leftys_ca_2024-08-20_28_39_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
117,2024-08-21,$38.03,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-21_38_03_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
120,2024-08-22,$174.56,LINKEDIN JOB 9849229796,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/linkedin_job_9849229796_2024-08-22_174_56.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
121,2024-08-22,$22.51,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_22_51_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
122,2024-08-22,$29.28,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_29_28_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
124,2024-08-23,$79.64,CORNER PUB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-08-23_79_64_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
125,2024-08-23,$10.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-23_10_99_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
129,2024-08-23,$9.05,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-23_9_05.png,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
134,2024-08-24,$21.95,CLAUDE.AI SUBSCRIPTION,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-08-24_21_95.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
135,2024-08-24,$7.63,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.02.18 AM.png,Yes,UNCLEAR,,ERROR,UNVERIFIED
136,2024-08-25,$50.00,ROSTR PRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-08-25_50_0.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
138,2024-08-26,$19.99,IMDBPRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-08-26_19_99.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
139,2024-08-26,$23.21,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-26_23_21_3.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
140,2024-08-26,$24.91,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-26_24_91.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
141,2024-08-27,$40.33,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-27_40_33.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
143,2024-08-27,$418.98,SOUTHWES 5262554636372,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262554636372_2024-08-27_418_98.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
151,2024-08-28,$26.22,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-28_26_22.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
152,2024-08-28,$18.10,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-28_18_1.jpg,Yes,RATE_LIMITED,VERIFIED,,VERIFIED
154,2024-08-29,$67.81,CHAR GREEN HILLS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-08-29_67_81_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
155,2024-08-29,$9.29,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-29_9_29.jpg,Yes,RATE_LIMITED,,VERIFIED,VERIFIED
