index,date,amount,merchant,receipt_url,verdict,receipt_total,reason
540,2025-02-25,$44.25,SHOEBOXED.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxedcom_2025-02-25_44_25_3.jpg,VERIFIED,44.25,The image shows a receipt with the following details: Amount: $44.25; Merchant: SHOEBOXED.COM; Date:
543,2025-02-26,$65.36,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2025-02-26_65_36.jpg,VERIFIED,$65.36,The receipt matches the provided details.
547,2025-02-26,$85.64,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-26_85_64.jpg,MISMATCH,$85.64,"The total on the receipt is $85.64, which does not match the amount provided in the JSON."
549,2025-02-28,$9.73,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-28_9_73_3.jpg,VERIFIED,$9.73,"The receipt matches the details provided: Amount is $9.73, Merchant is METROPOLIS PARKING, and Date "
550,2025-02-28,$32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-02-28_32_93.jpg,MISMATCH,32.93,The image provided does not show the total amount as $32.93.
558,2025-03-06,$26.18,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_26_18.png,VERIFIED,26.18,"The image shows a receipt with the following details: Amount: $26.18, Merchant: PMC - PAID PARKING, "
559,2025-03-06,$29.63,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_29_63.jpg,VERIFIED,29.63,"The image shows a receipt with the following details: Amount: $29.63, Merchant: PMC - PAID PARKING, "
560,2025-03-06,$49.31,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_49_31.PNG,VERIFIED,49.31,"The receipt matches the details provided: Amount: $49.31, Merchant: SH NASHVILLE - OTHER, Date: 2025"
561,2025-03-06,$23.36,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_23_36.jpg,VERIFIED,$23.36,"The image shows a receipt with the following details: Amount: $23.36, Merchant: SH NASHVILLE - OTHER"
562,2025-03-06,$30.92,TST* JUST LOVE COFFEE - M,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_just_love_coffee_m_2025-03-06_30_92.jpg,VERIFIED,30.92,The image shows a receipt with the following details: Amount: $30.92; Merchant: TST* JUST LOVE COFFE
566,2025-03-07,$4.88,LAZ PARKING M32180-FLOWB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32180_flowb_2025-03-07_4_88.jpg,MISMATCH,4.88,The amount on the receipt does not match the expected total of $4.88.
567,2025-03-08,$10.00,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-03-08_10_0.jpg,VERIFIED,10.0,"The receipt matches the details provided: Amount is $10.00, Merchant is CALENDARBRIDGE, and Date is "
568,2025-03-08,$13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-03-08_13_13_3.jpg,VERIFIED,$13.13,"The image shows a receipt with the following details: Amount: $13.13, Merchant: SPOTIFY USA, Date: 2"
598,2025-03-29,$47.88,ELEMENTOR.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementor-invoice-ZINV00318467.jpg,VERIFIED,$47.88,"The receipt matches the provided details: Amount is $47.88, Merchant is ELEMENTOR.COM, and Date is 2"
600,2025-03-30,$32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-03-30_32_93.jpg,VERIFIED,$32.93,Amount and merchant match the provided details.
602,2025-03-31,$21.00,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-31_21_0.jpg,VERIFIED,$21.00,"The receipt matches the details provided: Amount is $21.00, Merchant is METROPOLIS PARKING, and Date"
603,2025-03-31,$36.88,SH NASHVILLE F&AMP;B,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-03-31_36_88.jpg,VERIFIED,36.88,The receipt matches the provided details.
604,2025-04-01,$27.44,ANTHROPIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2025-04-01_27_44.jpg,VERIFIED,27.44,Amount and merchant match the provided details.
605,2025-04-01,$19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-04-01_19_76_3.jpg,VERIFIED,$19.76,The receipt matches the details provided.
629,2025-04-12,$318.28,KIT.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/kitcom_2025-04-12_318_28.jpg,MISMATCH,$318.28,"The amount on the receipt is $318.28, which does not match the expected total of $306.28."
631,2025-04-12,$11.27,TST*WHITE RHINO COFFEE -,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstwhite_rhino_coffee_2025-04-12_11_27.jpg,MISMATCH,11.27,"The receipt shows a total of $11.27, which does not match the amount provided in the question."
636,2025-04-13,$25.05,DD *DOORDASH BROTHERSP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_brothersp_2025-04-13_25_05_3.jpg,VERIFIED,$25.05,"The image shows a receipt with the following details: Amount: $25.05, Merchant: DD *DOORDASH BROTHER"
639,2025-04-13,$9.00,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-04-13_9_0.jpg,VERIFIED,$9.00,"The receipt matches the given details: Amount: $9.00, Merchant: SOURCEGRAPH INC, Date: 2025-04-13"
641,2025-04-14,$10.00,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-04-14_10_0.jpg,MISMATCH,0.0,The image provided does not contain a receipt with the specified details.
652,2025-04-22,$9.00,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-04-22_9_0.jpg,VERIFIED,$9.00,"The receipt matches the provided details: Amount: $9.00, Merchant: HUGGINGFACE, Date: 2025-04-22"
654,2025-04-24,$21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-04-24_21_95.jpg,VERIFIED,21.95,"The receipt matches the details provided: Amount: $21.95, Merchant: CLAUDE.AI SUBSCRIPTION, Date: 20"
667,2025-04-30,$5.00,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-04-30_5_0.jpg,VERIFIED,$5.00,"The receipt matches the given details: Amount is $5.00, Merchant is EVERY STUDIO, and Date is 2025-0"
668,2025-04-30,$32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-04-30_32_93.jpg,VERIFIED,$32.93,The receipt matches the provided details.
669,2025-04-30,$62.28,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_62_28.jpg,VERIFIED,$62.28,"The receipt matches the details provided: Amount is $62.28, Merchant is SH NASHVILLE - OTHER, and Da"
670,2025-04-30,$7.67,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_7_67.PNG,VERIFIED,7.67,"The image provided shows a receipt with the following details: Amount: $7.67, Merchant: SH NASHVILLE"
671,2025-04-30,$7.79,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_7_79.PNG,VERIFIED,7.79,"The receipt matches the details provided: Amount is $7.79, Merchant is SH NASHVILLE - OTHER, and Dat"
672,2025-05-01,$19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-05-01_19_76_3.jpg,VERIFIED,$19.76,"The image shows a receipt with the following details: Amount: $19.76, Merchant: EXPENSIFY INC., Date"
674,2025-05-02,$54.90,ANTHROPIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2025-05-02_54_9.jpg,VERIFIED,54.9,"The image shows a receipt with the following details: Amount: $54.9, Merchant: ANTHROPIC, Date: 2025"
681,2025-05-08,$10.00,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-05-08_10_0.jpg,VERIFIED,10.0,"The image shows a receipt with the following details: Amount: $10.00, Merchant: CALENDARBRIDGE, Date"
682,2025-05-08,$13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-05-08_13_13.jpg,MISMATCH,$13.13,The image provided does not match the details you have specified. The receipt shows a total of $13.1
683,2025-05-09,$7.38,LAZ PARKING M32180-FLOWB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32180_flowb_2025-05-09_7_38.jpg,VERIFIED,$7.38,The receipt matches the provided details.
684,2025-05-09,$28.45,VIRGIN HOTEL - COMMONS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/virgin_hotel_commons_2025-05-09_28_45.jpg,VERIFIED,28.45,"The image shows a receipt for a stay at the Virgin Hotel in Las Vegas. The total amount is $28.45, w"
685,2025-05-10,$20.00,VZWRLSS*PREPAID PYMNT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vzwrlssprepaid_pymnt_2025-05-10_20_0.jpg,MISMATCH,20.0,The image provided does not contain a receipt with the specified details. It appears to be an image 
687,2025-05-13,$9.00,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-05-13_9_0.jpg,VERIFIED,$9.00,The receipt matches the specified amount and merchant.
688,2025-05-13,$120.00,TASKADE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/taskade_2025-05-13_120_0.jpg,VERIFIED,$120.00,"The image shows a receipt with the following details: Amount: $120.00, Merchant: TASKADE, Date: 2025"
690,2025-05-14,$10.00,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-05-14_10_0.jpg,VERIFIED,10.0,"The image shows a receipt with the following details: Amount: $10.00, Merchant: CLOUDFLARE, Date: 20"
691,2025-05-14,$49.00,RESPONSIVE-MENU-PRO-4,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/responsive_menu_pro_4_2025-05-14_49_0.jpg,MISMATCH,$49.00,"The amount on the receipt is $50.00, which does not match the expected total of $49.00."
694,2025-05-15,$60.00,AI.FYXER.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/aifyxercom_2025-05-15_60_0.jpg,MISMATCH,60.0,The image provided is a screenshot of an email with a receipt attached. The total amount on the rece
695,2025-05-15,$54.86,ELEMENTOR.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementorcom_2025-05-15_54_86.jpg,MISMATCH,54.86,"The image provided is a screenshot of an email with a receipt attached, which contains a watermark a"
702,2025-05-23,$9.00,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-05-23_9_0.jpg,MISMATCH,9.0,The amount on the receipt does not match the expected total of $9.00.
703,2025-05-24,$21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-05-24_21_95.jpg,VERIFIED,$21.95,"The image shows a receipt with the following details: Amount: $21.95, Merchant: CLAUDE.AI SUBSCRIPTI"
705,2025-05-26,$9.99,COWBOY CHANNEL PLUS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cowboy_channel_plus_2025-05-26_9_99_3.jpg,MISMATCH,$9.99,The amount on the receipt does not match the expected total.
710,2025-05-30,$5.00,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-05-30_5_0.jpg,VERIFIED,5.0,"The image shows a receipt with the following details: Amount: $5.00, Merchant: EVERY STUDIO, Date: 2"
711,2025-05-30,$32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-05-30_32_93.jpg,VERIFIED,$32.93,The receipt matches the provided details.
713,2025-05-31,$65.84,DASHLANE U* DASHLANE P,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dashlane_u_dashlane_p_2025-05-31_65_84_3.jpg,VERIFIED,65.84,"The image provided shows a receipt with the following details: Amount: $65.84, Merchant: DASHLANE U*"
716,2025-06-01,$19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-06-01_19_76_3.jpg,VERIFIED,$19.76,"The receipt matches the details provided: Amount is $19.76, Merchant is EXPENSIFY INC., and Date is "
719,2025-06-04,$79.25,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2025-06-04_79_25_3.jpg,VERIFIED,79.25,"The receipt matches the provided details: Amount is $79.25, Merchant is CORNER PUB, and Date is 2025"
724,2025-06-08,$10.00,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-06-08_10_0.jpg,VERIFIED,10.0,"The receipt matches the details provided: Amount: $10.00, Merchant: CALENDARBRIDGE, Date: 2025-06-08"
726,2025-06-08,$13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-06-08_13_13_3.jpg,MISMATCH,$13.13,The image provided does not show the total amount of the receipt as $13.13.
729,2025-06-13,$9.00,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-06-13_9_0.jpg,VERIFIED,9.0,"The receipt matches the provided details: Amount is $9.00, Merchant is SOURCEGRAPH INC, and Date is "
730,2025-06-13,$5.84,TST*THE FLOWER KITCHEN,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstthe_flower_kitchen_2025-06-13_5_84.jpg,MISMATCH,$5.84,Amount does not match the expected value of $5.84.
731,2025-06-14,$10.00,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-06-14_10_0.jpg,MISMATCH,$10.00,"The image shows a receipt with an amount of $10.00, but the merchant listed is 'CLOUDPLACE' instead "
738,2025-06-24,$21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-06-24_21_95.jpg,VERIFIED,21.95,"The image shows a receipt with the following details: Amount: $21.95, Merchant: CLAUDE.AI SUBSCRIPTI"
739,2025-06-24,$9.00,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-06-24_9_0.jpg,MISMATCH,9.0,"The amount on the receipt is $9.00, which does not match the expected total of $10.00."
742,2025-06-27,$32.32,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-06-27_32_32.png,VERIFIED,32.32,The image shows a receipt with the following details: Amount: $32.32; Merchant: PMC - PAID PARKING; 
744,2025-06-30,$32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-06-30_32_93.jpg,VERIFIED,$32.93,The receipt matches the details provided.
745,2025-07-01,$19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-07-01_19_76_3.jpg,VERIFIED,$19.76,"The receipt matches the details provided: Amount is $19.76, Merchant is EXPENSIFY INC., and Date is "
748,2025-07-08,$37.67,MONGODBCLOUD BRIANS...,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mongodbcloud_brians_2025-07-08_37_67_3.jpg,MISMATCH,37.67,The image provided does not contain a receipt with the specified details.
749,2025-07-08,$13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-07-08_13_13_3.jpg,MISMATCH,13.13,The image provided does not show the total amount of $13.13 as specified in the question.
751,2025-07-11,$5.00,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-07-11_5_0.jpg,VERIFIED,$5.00,"The receipt matches the details provided: Amount: $5.00, Merchant: EVERY STUDIO, Date: 2025-07-11"
753,2025-07-14,$10.00,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-07-14_10_0.jpg,VERIFIED,$10.00,"The image shows a receipt with the following details: Amount: $10.00, Merchant: CLOUDFLARE, Date: 20"
757,2025-07-21,$75.56,TST*LEMONGRASS SUSHI AND,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstlemongrass_sushi_and_2025-07-21_75_56_3.jpg,MISMATCH,$75.56,The amount on the receipt does not match the expected total of $75.56.
758,2025-07-24,$21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-07-24_21_95.jpg,MISMATCH,21.95,"The receipt shows a total of $21.95, which does not match the expected amount of $21.95."
759,2025-07-24,$23.45,VZWRLSS*ETM SCT1456901,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vzwrlssetm_sct1456901_2025-07-24_23_45.jpg,VERIFIED,$23.45,"The image shows a receipt with the following details: Amount: $23.45, Merchant: VZWRLSS*ETM SCT14569"
760,2025-07-25,$9.00,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-07-25_9_0.jpg,VERIFIED,9.0,"The receipt matches the details provided: Amount: $9.00, Merchant: HUGGINGFACE, Date: 2025-07-25."
762,2025-07-28,$0.75,HIVE CO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/hive_co_2025-07-28_0_75_3.jpg,MISMATCH,0.75,The image provided does not contain a receipt with the specified details. It appears to be an unrela
763,2025-07-30,$5.00,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-07-30_5_0.jpg,MISMATCH,5.0,The amount on the receipt does not match the expected amount of $5.00.
764,2025-07-30,$20.00,VZWRLSS*PREPAID PYMNT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vzwrlssprepaid_pymnt_2025-07-30_20_0.jpg,MISMATCH,10.0,"The amount on the receipt is $10.00, not $20.00 as indicated in the question."
765,2025-08-01,$19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-08-01_19_76_3.jpg,UNCLEAR,," ```json
{
  ""verdict"": ""MISMATCH"",
  ""receipt_total"": ""$19.76"",
  ""reason"": ""The image shows a rece"
766,2025-08-02,$30.16,MONGODBCLOUD BRIANS...,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mongodbcloud_brians_2025-08-02_30_16_3.jpg,MISMATCH,30.16,The image provided does not contain the necessary information to verify if it matches the receipt de
771,2025-08-08,$49.25,SODEXO AT BELMONT UNIVER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sodexo_at_belmont_univer_2025-08-08_49_25.jpg,VERIFIED,49.25,The image shows a receipt with the following details: Amount: $49.25; Merchant: SODEXO AT BELMONT UN
791,2025-10-03,$20.00,IDEOGRAM AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/ideogram_ai_2025-10-03_20_0.png,VERIFIED,$20.00,"The receipt matches the details provided: Amount: $20.00, Merchant: IDEOGRAM AI, Date: 2025-10-03."
792,2025-10-04,$5.68,ANTHROPIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2025-10-04_5_68.png,VERIFIED,5.68,"The image provided shows a receipt with the following details: Amount: $5.68, Merchant: ANTHROPIC, D"
796,2025-10-21,$334.00,CLEAR *CLEARME.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2025-10-21_334_0.jpg,VERIFIED,334.0,The receipt matches the provided details.
799,2025-11-01,$52.68,NOTION LABS INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/notion_labs_inc_2025-11-01_52_68.jpg,VERIFIED,52.68,The receipt matches the provided details.
801,2024-07-12,$9.29,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-12_9_29.png,VERIFIED,$9.29,"The image shows a receipt with the following details: Amount: $9.29, Merchant: PMC - PAID PARKING, D"
802,2024-08-06,$21.00,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-06_21_00.jpg,VERIFIED,$21.00,"The receipt matches the details provided: Amount is $21.00, Merchant is METROPOLIS PARKING, and Date"
805,2024-10-18,$25.00,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0.jpg,MISMATCH,25.0,"The amount on the receipt is $25.00, which does not match the expected total of $25.00."
812,2024-09-28,$25.00,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_3.jpg,VERIFIED,25.0,"The receipt matches the details provided: $25.00 for a transaction on September 28, 2024 with IM-ADA"
813,2024-10-18,$25.00,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0_2.jpg,VERIFIED,$25.00,"The receipt matches the given details: Amount is $25.00, Merchant is IM-ADA.AI, and Date is 2024-10-"
815,2024-07-12,$9.29,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-12_9_29_2.png,VERIFIED,$9.29,"The image shows a receipt with the following details: Amount: $9.29, Merchant: PMC - PAID PARKING, D"
816,2024-08-06,$21.00,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-06_21_0.jpg,VERIFIED,$21.00,"The receipt matches the details provided: Amount is $21.00, Merchant is METROPOLIS PARKING, and Date"
829,2025-10-22,$158.04,runway,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/incoming/receipt_19a0b09638e6_att0.jpg,VERIFIED,158.04,The receipt matches the provided details.
830,2025-09-10,$120.00,taskade,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/incoming/receipt_199314a94cc4_att0.jpg,VERIFIED,120.0,"The receipt matches the details provided: Amount is $120.0, Merchant is taskade, and Date is 2025-09"
831,2025-10-28,$5.00,railway corporation,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/incoming/receipt_19a28cbc06ea_att0.jpg,MISMATCH,50.0,"The total amount on the receipt is $5.00, which does not match the expected amount of $5.00."
